article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article769962236,15,"https://t.co/9g1BSiw8LS — The Columbia Bugle 🇺🇸 (@ColumbiaBugle) July 5, 2018
The attack took place in a Whataburger restaurant, and the corporation was quick to condemn the man’s actions:
“We were shocked to see this video and certainly don’t condone this type of customer behavior in our restaurants.",1131,1433,1,Fear Appeal
article769962236,20,"Rumble has, and always will be, a bar that is as inclusive as any establishment could possibly be.",2087,2185,1,Exaggeration
article769962236,26,"However, upon learning of his behavior the local Green Party told the media that Jimenez had been cut off from the party for his uncalled for attack on a child.",2725,2885,1,Fear Appeal
article769962236,31,"We do not take our aggression out on innocent young people.”
Some on the right have connected the attack to Maxine Waters’ call for Democrats to confront members of the Trump administration whenever, and wherever they happened to find them.",3280,3520,1,"Fear Appeal, Exaggeration"
article769962236,33,"My question is; how big of a leap would it be for a normal, rational adult to go from confronting administration officials to attacking the people who elected them to power?",3645,3818,1,Fear Appeal
article769962328,23,"How true Scripture is when it declares:
“Woe unto them that call evil good, and good evil; that put darkness for light, and light for darkness; that put bitter for sweet, and sweet for bitter!""",2458,2651,1,"Loaded Language, Name Calling"
article769962328,27,She said that she did her research on me and said that the media really attacked me.,3006,3090,1,Fear Appeal
article769962328,38,After all you can always tell what a man stands for by the enemies that he has.,3792,3871,1,Exaggeration
article769962328,47,"As a matter of fact, these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God (Galatians 4:29).",4784,4950,1,Fear Appeal
article769962328,55,"– Catherine Booth
The way to gauge those who are actually taking ground for the kingdom is to see who is in the midst of a continuous warfare (always in trouble, slandered, lied about, defamed etc) fighting the good fight of faith because they trust in the living God (Matthew 11:12; 1 Timothy 6:12).",5888,6188,1,Exaggeration
article769962328,56,"John Calvin said, “Whomsoever the Lord has adopted and deemed worthy of His fellowship ought to prepare themselves for a hard, toilsome and unquiet life, crammed with very many and various kinds of evil.” And of course to the counterfeit's this is foreign.",6189,6445,1,"Loaded Language, Name Calling"
article770156173,2,"“Doesn’t mean we’re going to do them.”
What President Trump really meant is that he has painted the US into a corner with all his threats of war and really does not know what to do next.",136,322,1,"Loaded Language, Fear Appeal"
article770156173,8,"North Korea can’t today seriously threaten North America with missile strikes, but it probably will by 2019.",780,888,1,"Loaded Language, Fear Appeal"
article770156173,9,"Meanwhile, North Korean nuclear and conventionally-armed missiles (and this could include poison gas and biological warheads) today threaten the 80,000 plus US military personnel based in Japan, South Korea and Guam.",889,1105,1,"Loaded Language, Fear Appeal"
article770156173,10,They would be immediate targets should the US and South Korea attack the north.,1106,1185,1,Fear Appeal
article770156173,16,"Because North Korea has scraped and skimped for decades to build nuclear weapons for the sole reason of deterring a major US attack, including the use by the US of tactical nuclear weapons.",1895,2084,1,Fear Appeal
article770156173,17,Pakistan ‘ate grass’ for decades to afford nuclear weapons to offset the threat from far more powerful India.,2085,2194,1,"Loaded Language, Fear Appeal"
article770156173,26,"Ever since being soundly beaten in Vietnam and fought to a draw in Afghanistan, the US military has preferred to attack small countries like Panama, Grenada, Somalia, Yemen, Iraq and Syria.",3249,3438,1,Fear Appeal
article770156173,33,"War at the Top of the ... Eric Margolis Best Price: $2.60 Buy New $24.57 (as of 06:55 EDT - Details)
Growing US hysteria over North Korea, a nation of only 25 million, recalls the propaganda storm launched by Washington to justify its invasion of equally small Iraq.",4411,4677,1,General Persuasion
article770156173,34,"The dim-witted US ambassador to the UN, Nikki Haley, has become point-woman for hurling warlike threats at North Korea even though this neocon poster-girl’s foreign affairs experience appears to have been limited to the International House of Pancakes in her native South Carolina.",4678,4959,1,"Loaded Language, Fear Appeal"
article770156173,37,"The US has been trying to overthrow and undermine North Korea’s Stalinist regimes ever since, using military threats, subversion and economic warfare.",5145,5295,1,"Loaded Language, Fear Appeal"
article770156173,41,Most South Koreans shrug off the North’s threats and seek to avoid war at all costs.,5604,5688,1,"Loaded Language, Fear Appeal"
article770156851,0,"The Never-Trumpers Are Never Coming Back

Shop all books by Pat Buchanan
With never-Trump conservatives bailing on the GOP and crying out for the Party of Pelosi to save us, some painful truths need to be restated.",0,214,1,Exaggeration
article770156851,16,Thus we got a second Cold War that need never have begun and that our allies seem content to let us fight alone.,1668,1780,1,Exaggeration
article770156851,20,"Second, in a reflexive response to 9/11, we invaded Afghanistan and Iraq, dumped over the regime in Libya, armed rebels to overthrow Bashar Assad in Syria, and backed Saudi intervention in a Yemeni civil war, creating a humanitarian crisis in that poorest of Arab countries that is exceeded in horrors only by the Syrian civil war.",1974,2305,1,"Loaded Language, Fear Appeal"
article770156851,33,"“We live in a time,” said U2’s Bono this week, “when institutions as vital to human progress as the United Nations are under attack.”
The institutions Bono referenced — the U.N., EU, NATO — all trace their roots to the 1940s and 1950s, a time that bears little resemblance to the era we have entered, an era marked by a spreading and desperate desire of peoples everywhere to preserve who and what they are.",4396,4803,1,Fear Appeal
article770221823,14,"The public treasure has been consumed, private wealth has been destroyed, the temples have been stripped of gold, silver, jewels, the relics of the saints, and other most precious ornaments.",1053,1243,1,"Loaded Language, Fear Appeal"
article770376380,19,Why are your bishops silent on a threat that is yours today as well?,3609,3677,1,"Loaded Language, Fear Appeal"
article770376380,21,"But Jesus was never politically correct, he was politically just!”
Archbishop Jeanbart was not the first to say this.",3745,3862,1,Exaggeration
article770581969,0,"Strange ‘Sonic Attacks’ Against Diplomats Reach Epic Proportions

The bizarre “sonic attacks” against diplomats began in Cuba, but have now spread to other countries with over 200 illnesses reported.",0,199,1,Fear Appeal
article770581969,7,"–SHTFPlan
But now, the sonic attacks have progressed beyond Cuba.",1018,1083,1,Fear Appeal
article770581969,9,"The U.S. State Department has remained all but silent on the issue as well, other than to characterize their suspicion as unknown “sonic attacks” targeted U.S. diplomats, according to WND.",1160,1348,1,"Fear Appeal, Appeal to Authority"
