article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article759468687,29,"There is certain to be more jihad terrorism during this Ramadan, and some of it may be committed by Muslims in the U.S. Hamid, if he cared about this, would be confronting honestly the teachings of Islam that make Ramadan the month of jihad, and working to reform them.",4211,4480,0,None,0
article759468687,30,"Meanwhile, it would be dangerous, suicidal folly for Infidels to pretend that Ramadan is not the month of jihad.",4481,4593,1,"Loaded Language, Fear Appeal",70
article759468687,31,"And as our Ramadan willful blindness continues, more Infidels will die.",4594,4665,0,None,0
article759468687,32,Article posted with permission from Robert Spencer,4666,4716,0,None,0
article759478604,0,"A Sister Speaks: ‘Cor Orans is the Death-Knell of Carmel’

Under the first part of my ongoing analysis of “Cor orans,” a commenter wrote: “When the enemy wants to take a soul, he tries to make it give up prayer.”
The Vatican presents a choice: the world, or Christ.",0,265,1,Name Calling,50
article759478604,1,"“The Prologue [of the Rule of St. Benedict] set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”
Dom Paul Delatte, OSB, Abbot of Solesmes
Today I received an email from a monastery of cloistered Carmelite nuns about the new document from the Vatican’s Congregation for Religious.",266,663,1,General Persuasion,35
article759478604,2,"They’re helping me examine this document, having kindly volunteered to serve as consultants, to help me understand it from an inside position.",664,806,0,None,0
article759478604,3,"These, I might add, are not what we would consider a “traditionalist” community.",807,887,0,None,0
article759478604,4,They have only the Novus Ordo Mass and use the new rite Divine Office in their native vernacular language.,888,994,0,None,0
article759478604,5,"For obvious reasons I can’t identify them, even to say what country they are in.",995,1075,0,None,0
article759478604,6,"Writing to me in English, by way of introductory comments in their longer analysis of the document that will be forthcoming, Sister T, fully professed and a senior member of the monastery’s council, said, “The Cor Orans document is the death-knell of Carmel.",1076,1334,0,None,0
article759478604,7,It signals the end of the contemplative monastic life.,1335,1389,0,None,0
article759478604,8,"Not only does it destroy the autonomy of the Monasteries, something Our Holy Mother St. Teresa was extremely insistent about, but it also removes the Superior, dissolves her authority and power, removes the financial independence of each Monastery, and destroys the specificity of each charism.",1390,1684,1,"Loaded Language, Fear Appeal",70
article759478604,9,“This is a disaster.,1685,1705,1,Loaded Language,45
article759478604,10,"Especially for Carmel.”
I contrast this frightening comment with those coming from the man immediately responsible for “Cor orans,” Cardinal João Braz de Aviz, the Brazilian prefect of the Congregation for Institutes of Consecrated Life and Societies of Apostolic Life in a speech to religious formation directors in 2015, in which he laid out pretty clearly what was coming in this piece of legislation, 3 years later.",1706,2125,0,None,0
article759478604,11,"In fact, as the National Catholic Reporter piece said, the meeting itself was “unprecedented,” 1200 formators of religious life gathered by the Congregation for Religious in order to hear the new marching orders.",2126,2338,0,None,0
article759478604,12,"This is the programme:
“Do not distance yourself from the great lines of the Second Vatican Council.” “In fact, those that are distancing themselves from the council to make another path are killing themselves – sooner or later, they will die.",2339,2582,0,None,0
article759478604,13,They will not have sense.,2583,2608,0,None,0
article759478604,14,They will be outside the church.,2609,2641,0,None,0
article759478604,15,"We need to build, using the Gospel and the Council as a departure point.”
After breathing this threat, the cardinal continued, saying that because modern people’s “needs” are fundamentally different from what they were in the past, there was no reason to stick too closely to what the founders and foundresses – people like St. Anthony, St. Augustine, St. John Cassian, St. Benedict, St. Bruno, St. Dominic, Sts.",2642,3054,1,"Loaded Language, Fear Appeal",70
article759478604,16,"Francis and Clare, Sts.",3055,3078,0,None,0
article759478604,17,Teresa of Avila and John of the Cross - wanted.,3079,3126,0,None,0
article759478604,18,“These contexts have changed.,3127,3156,0,None,0
article759478604,19,"And the council reminds us that consecrated life must be Christian discipleship ... must be discipleship of the founders that we remember, but also must be open to the culture of the present moment.”
“We must not be closed to new things.",3157,3394,1,General Persuasion,35
article759478604,20,"God is not static,” the cardinal said.",3395,3433,0,None,0
article759478604,21,"“God is always new movement – of light, of heat, of demonstration.",3434,3500,1,Exaggeration,40
article759478604,22,"He speaks in every time to men and women with the true language of that time.”
The congregation’s Secretary, Archbishop José Rodríguez Carballo, is reported as saying, “With this explicit reference to the Second Vatican Council, we point to our profound conviction that the council is the point of reference, non-negotiable, in the formation to the consecrated life.”
Not the charism of the order, nor the rule, nor the Patristic tradition, nor the Doctors, nor the mystics, nor any of the 2000-year-old tradition of religious life, from the Desert Fathers to the giants of the Tridentine period; just Vatican II.",3501,4114,0,None,0
article759478604,23,"And only, apparently, a single “interpretation” of it, if we are to judge by the soap and oil Braz de Aviz poured on the ruffled feathers of the Leadership Conference of Women Religious – the most virulently anti-Catholic organisation of “Catholic” religious in the world – and by his vicious persecution of the Franciscans of the Immaculate.",4115,4457,0,None,0
article759478604,24,"Carballo continues his remarks, giving us a clue as to his feelings towards strictly cloistered, contemplative religious life: “A consecrated life, a life in God but inserted in the ecclesial family, in the church – inserted in the world.",4458,4696,0,None,0
article759478604,25,"Not in conflict with the world, but inserted in continuity,” he said.",4697,4766,0,None,0
article759478604,26,"It is to wonder what this man would make of a comment by the great Dom Paul Delatte, the second abbot of Solesmes and successor to the refounder, Dom Gueranger, who wrote in his commentary on the Rule of St. Benedict:
“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”
“After entering into Christ by baptism and by the monastic profession, we should hold ourselves as far aloof from the world as possible and have no connection with it.",4767,5337,1,General Persuasion,35
article759478604,27,"There shall no longer be more intercourse between us than there is between two corpses: ‘The world is crucified to me and I to the world.’
“Let us be on our guard against thinking that it may sometimes be proper to soften the differences, to lessen the distance which separates us.",5338,5619,0,None,0
article759478604,28,"The Apostle warns us that we can only please God by preserving the integrity of our true life: ‘No man being a soldier to God, entangleth himself with secular businesses: that he may please him to whom he hath engaged himself.’ The world itself is scandalised by our condescending to it, and the words of the Imitation [of Christ] are always fulfilled: ‘Sometimes we think to please others by our company; whereas we begin rather to be displeasing to them by reason of the bad qualities they discover in us.’”
How Cor orans will end St. Teresa of Avila’s reform of Carmel
Sister T. continued, saying that the document explicitly derogates the founding intentions of St. Teresa for whom real autonomy was a crucial element of her Carmelite reform.",5620,6366,1,Exaggeration,40
article759478604,29,She acknowledges that cloistered orders of nuns have for some time been gathered into federations.,6367,6465,0,None,0
article759478604,30,"These are already doing the Cor orans programme, having shared initial formation programmes for postulants and novices, “ongoing formation” courses for professed nuns, a federal abbess or president who oversees all the federated monasteries.",6466,6707,0,None,0
article759478604,31,Their funds are already interconnected and they have regular meetings with and input from the male branches.,6708,6816,0,None,0
article759478604,32,"In 2015, Carmelite monasteries received a questionnaire from the Father General Fr.",6817,6900,0,None,0
article759478604,33,"Saverio Cannistra, a Mexican and devotee of Liberation Theology, to ask if they wanted an International Commission of Nuns to oversee the female houses place of the Carmelite Fathers.",6901,7084,0,None,0
article759478604,34,"This suggestion was rejected, to the annoyance of Maccise.",7085,7143,0,None,0
article759478604,35,"Maccise also promoted the idea of having no superiors in the individual monasteries, but only federation presidents and shared formation of novices.",7144,7292,0,None,0
article759478604,36,"The push for these changes is still on, however, under the current General, an Italian, Saverio Cannistrà.",7293,7399,0,None,0
article759478604,37,"Given the Marxist leanings of the recent crop of Fathers General, it seems clear that what can be expected by “ongoing formation” is, in essence, some form of political indoctrination, sprayed over with a micro-thin layer of pious language.",7400,7640,0,None,0
article759478604,38,"But for Carmelite nuns, Sister said, these ideas are the antithesis of the intentions of St. Teresa.",7641,7741,0,None,0
